id,date,cost,bedrooms,bathrooms,square,square_lot,floors,view,condition,grade,square_above,square_basement,lat,long
5253300320,20141103T000000,395000,4,1.75,1950,10219,1,0,3,7,1950,0,47.7492,-122.336
0224069129,20150225T000000,500000,3,1,1440,54315,1,0,3,7,790,650,47.591,-122.01
7533800885,20141027T000000,1.1e+006,3,2.25,2420,7200,1,0,3,8,1420,1000,47.6867,-122.275
9530101535,20150327T000000,680000,3,1.75,1870,4320,1,0,4,7,970,900,47.6663,-122.357
0342000036,20140702T000000,540000,3,2.25,1320,1800,2,0,3,7,1320,0,47.6081,-122.289
7230400400,20150326T000000,415500,3,2,1220,17652,1,0,4,7,1220,0,47.4712,-122.1
2493200370,20141112T000000,415000,2,1.75,1550,4257,1,3,3,7,830,720,47.5274,-122.384
1217000270,20140916T000000,338995,3,1.75,1320,9450,1,0,5,7,1320,0,47.4557,-122.348
2998300075,20150127T000000,857500,4,2.75,2960,5040,2,3,3,9,2210,750,47.5747,-122.408
3821400200,20141006T000000,215000,3,2,1290,9312,1,0,3,7,1290,0,47.4811,-122.325
9523102447,20141117T000000,688500,3,1.75,1760,4125,1.5,3,4,7,1760,0,47.6748,-122.352
8563050350,20150306T000000,655000,4,2.25,2420,7725,1,0,4,8,1890,530,47.6287,-122.093
0952000640,20141027T000000,715000,3,1.5,1670,5060,2,2,5,7,1670,0,47.5671,-122.379
1139000135,20141009T000000,440000,4,1,1480,7560,1.5,0,3,7,1480,0,47.7079,-122.358
3622900200,20140627T000000,1.195e+006,5,2.75,3650,13297,2,0,5,9,2750,900,47.5497,-122.228
2064800830,20150320T000000,450000,3,2.25,1740,9488,1,0,4,8,1180,560,47.5339,-122.174
8655900162,20150219T000000,156000,1,0.75,470,15000,1,0,3,4,470,0,47.6554,-121.908
2115720070,20141125T000000,216300,3,2.5,1650,5000,2,0,3,8,1650,0,47.3206,-122.394
0274000070,20150401T000000,355000,5,2.75,2530,9375,1,0,5,7,1530,1000,47.3738,-122.214
7806210070,20150211T000000,249500,4,1.5,2120,8554,1,0,4,7,1170,950,47.2933,-122.195
1233100260,20141114T000000,490000,3,1,1260,9638,2,0,4,7,1260,0,47.6773,-122.178
1432900310,20150424T000000,320000,4,1.5,2020,8474,1,0,5,7,1010,1010,47.4579,-122.17
2423069084,20150303T000000,590000,4,2.75,2400,104108,2,0,3,8,2400,0,47.4686,-121.989
1137610140,20140610T000000,505000,3,2.5,2340,5957,2,0,3,8,2340,0,47.7347,-122.236
3876100310,20140711T000000,405000,3,1.5,1600,7500,1,0,3,7,1600,0,47.721,-122.182
2310100240,20141218T000000,315000,3,2.5,2240,6097,2,0,3,8,2240,0,47.3503,-122.042
6070500055,20140506T000000,599000,4,2.25,2260,29930,2,0,4,8,1400,860,47.5689,-122.126
0259000240,20140617T000000,506000,3,1.75,2180,7700,1,0,3,8,1480,700,47.7594,-122.361
2141330700,20140522T000000,555000,4,2.25,2350,8140,1,0,4,8,1430,920,47.5579,-122.129
7334500800,20150123T000000,299500,3,1,1380,10875,1,0,3,7,1380,0,47.4653,-121.745
1042500013,20140520T000000,219950,3,1.5,1650,9936,1,0,3,7,1090,560,47.3285,-122.328
1773100765,20150429T000000,229000,1,1,600,3720,1,0,3,6,600,0,47.5558,-122.363
9286100320,20140606T000000,471000,3,2.5,2030,2805,2,0,3,8,1720,310,47.5305,-122.047
3211240370,20141201T000000,460000,4,2.25,2690,36114,2,0,4,9,2690,0,47.3106,-122.116
9407001600,20150423T000000,305000,3,1.75,1660,11500,1,0,3,7,1130,530,47.4473,-121.774
5457801925,20150411T000000,885000,4,3.75,2400,3520,1,0,3,7,1370,1030,47.6295,-122.346
7923100400,20150130T000000,667000,5,2.25,2560,10360,1,0,4,8,1870,690,47.5819,-122.126
5095401360,20141121T000000,418000,3,2.5,2080,16050,1,0,5,8,1360,720,47.4694,-122.069
7212660560,20140826T000000,310000,3,2.5,2370,6752,2,0,3,8,2370,0,47.2703,-122.312
1446404015,20140620T000000,200000,2,1,860,6600,1,0,5,6,860,0,47.4878,-122.324
3820350140,20140827T000000,300000,3,2.5,1590,3381,2,0,3,7,1590,0,47.7344,-121.986
6139800640,20150224T000000,490000,3,2.5,2080,12032,2,0,3,8,2080,0,47.7455,-122.073
3293700521,20150414T000000,389000,3,1.75,1820,8028,1,0,3,7,1220,600,47.7466,-122.355
6610000320,20140910T000000,710500,3,1.75,2040,4125,1.5,0,4,8,1540,500,47.6608,-122.359
7214810510,20150408T000000,480000,5,2.75,2760,7200,1,0,3,7,1430,1330,47.7563,-122.147
1220069035,20141120T000000,438950,4,2.5,2470,385506,2,3,3,7,2470,0,47.2396,-121.993
8961970510,20140506T000000,685000,4,2.5,3030,7864,2,0,3,9,3030,0,47.6075,-122.017
9275702405,20150114T000000,1.015e+006,3,1.75,3610,8502,1.5,2,3,10,2610,1000,47.583,-122.379
6385800030,20150422T000000,335000,4,2.25,2100,7305,1,0,4,7,1050,1050,47.4676,-122.296
1455600045,20140915T000000,687500,3,1.75,2450,9377,1,2,4,8,1540,910,47.7296,-122.284
1727850350,20141112T000000,1.19e+006,4,2.5,3480,12164,1.5,0,4,11,3480,0,47.6404,-122.171
9164100105,20150310T000000,570000,3,1,1700,4750,1.5,0,4,6,1200,500,47.6819,-122.389
7888200140,20140604T000000,250000,4,2,2120,8701,1.5,0,4,7,2120,0,47.3722,-122.308
5347200162,20140528T000000,210000,2,1.5,880,1157,2,0,3,7,880,0,47.5188,-122.376
4307310400,20150409T000000,324500,3,2.5,1590,4108,2,0,3,7,1590,0,47.4832,-122.181
0617000030,20141223T000000,887500,3,3,4230,54977,2,3,3,9,3780,450,47.4176,-122.343
0629810560,20141217T000000,820000,4,2.5,3720,8633,2,0,3,10,3720,0,47.6085,-122.013
7852011040,20140521T000000,589000,4,2.5,2910,5776,2,2,3,8,2910,0,47.5388,-121.87
8099800340,20141224T000000,480000,3,1.5,1540,20281,1,0,3,7,1540,0,47.5817,-122.007
1432900030,20141121T000000,225000,3,1,1410,7700,1,0,3,7,980,430,47.4577,-122.171
9238430140,20140725T000000,595000,3,3.25,3130,28001,1,0,3,9,2210,920,47.7741,-122.122
7625702505,20150306T000000,605000,4,2.75,1670,6000,1,0,5,7,840,830,47.5496,-122.385
1786640030,20150202T000000,359950,3,2,1790,7212,1,0,4,8,1790,0,47.3898,-122.154
9413500350,20140707T000000,450000,3,1.75,1480,8394,1,0,4,8,1480,0,47.6634,-122.144
4221250320,20141017T000000,570000,4,2.5,2280,4534,2,0,3,8,2280,0,47.5902,-122.018
4365200055,20141205T000000,450000,4,2.25,1990,7320,1,0,4,7,1030,960,47.5237,-122.376
3574801740,20140728T000000,402200,3,1.75,1790,6980,1,0,3,7,1330,460,47.7311,-122.226
2313900810,20150402T000000,610000,4,2,2220,5821,1.5,0,4,7,1380,840,47.5723,-122.382
1923000260,20141015T000000,1.959e+006,5,4.5,6200,23373,3,1,4,11,5050,1150,47.5632,-122.215
1651800030,20140829T000000,1.65e+006,4,2.25,2920,20400,1,0,4,11,2920,0,47.6237,-122.228
0254000075,20140519T000000,368000,2,1.5,1660,4680,1,0,5,6,830,830,47.5134,-122.388
3738000070,20150309T000000,1.71275e+006,5,2.5,2660,6572,1,0,5,9,1960,700,47.6176,-122.223
3531900060,20140802T000000,345000,2,1,860,8250,1,0,3,7,860,0,47.7132,-122.334
5710610800,20140702T000000,575000,3,1.75,2680,8625,1,0,5,8,1590,1090,47.5316,-122.056
1565950260,20140515T000000,349950,3,2.5,1700,7496,2,0,3,8,1700,0,47.432,-122.189
9523102420,20140922T000000,535000,1,1,920,5000,1,3,4,7,920,0,47.6748,-122.352
1924059248,20140602T000000,870000,4,3,4500,21780,2,2,3,9,3040,1460,47.5581,-122.213
2386000070,20141029T000000,795127,4,3.25,4360,91158,1,0,3,10,3360,1000,47.6398,-121.985
0869700350,20150429T000000,330000,2,2.5,1310,2915,2,0,3,8,1310,0,47.4911,-122.154
4140100200,20140808T000000,499000,3,2.25,3010,9600,2,0,3,8,2410,600,47.7671,-122.263
6329000070,20141015T000000,1.0725e+006,3,2.25,2890,21480,2,4,3,8,1790,1100,47.5027,-122.381
1324079082,20141117T000000,295000,4,2,1810,42981,1,0,4,7,1810,0,47.5597,-121.85
5132000140,20150120T000000,415000,6,1,1370,5080,1.5,0,3,6,1120,250,47.5238,-122.35
1598600320,20150416T000000,339900,4,1.5,1570,9210,1,2,3,7,1400,170,47.3864,-122.22
4036400030,20150305T000000,675000,4,2.5,1770,9858,1,2,3,8,1770,0,47.7382,-122.287
9551200270,20140825T000000,1e+006,5,3,3350,9450,2,0,5,8,2180,1170,47.6705,-122.34
5151600390,20141113T000000,305000,4,1.75,2251,12731,1,1,4,8,1390,861,47.3369,-122.32
8078550320,20150326T000000,290000,3,2,1260,7346,1,0,3,7,1260,0,47.4034,-122.176
8887001625,20150410T000000,417000,3,2.75,1820,52889,2,0,3,8,1820,0,47.501,-122.463
2591820070,20150428T000000,380000,3,2.5,2390,8102,2,0,4,8,2390,0,47.4378,-122.16
5315100393,20141211T000000,670000,3,1,1600,16868,1,1,3,7,990,610,47.5872,-122.241
2421059017,20140523T000000,549900,4,3,2830,213879,2,0,4,8,2830,0,47.2925,-122.107
9482700075,20150112T000000,800000,4,3.5,2370,3302,2,0,3,8,1610,760,47.684,-122.341
2599000370,20141103T000000,164000,3,1,1070,8250,1,0,3,7,1070,0,47.2899,-122.192
1226069045,20140827T000000,979500,4,3.75,4133,361548,2,0,3,11,4133,0,47.7479,-121.972
8087800400,20141201T000000,385000,4,2.5,1950,7350,1,0,3,7,1150,800,47.656,-122.134
7922710520,20150507T000000,615000,4,2.25,1780,10260,2,0,3,8,1780,0,47.6647,-122.142
2787700030,20141010T000000,359500,4,1.75,2030,7210,1,0,3,7,1450,580,47.5067,-122.164
4365200186,20140606T000000,253500,2,1,810,4800,1,0,3,7,810,0,47.5232,-122.375
9206950200,20150310T000000,352000,2,2.5,1320,1957,1,0,3,8,660,660,47.5364,-122.365
7895500550,20150319T000000,190848,4,1.5,1370,7904,1,0,3,7,900,470,47.3344,-122.28
6150200435,20140513T000000,230000,2,0.75,650,5360,1,0,4,5,650,0,47.7281,-122.335
1446401290,20141030T000000,214950,3,1,1400,6600,1,0,3,6,1280,120,47.4845,-122.331
1471701200,20141022T000000,302000,4,3,3320,13500,1,0,3,7,1750,1570,47.4596,-122.065
3291800140,20141107T000000,230000,3,1,1360,9310,1,0,4,7,1020,340,47.4901,-122.185
2826049070,20150225T000000,595000,3,2.5,2250,8300,2,0,3,8,2250,0,47.7174,-122.308
1217000340,20150219T000000,340000,3,1,1840,8100,1,0,4,7,920,920,47.455,-122.35
0305000310,20150421T000000,630000,4,2.5,2540,8706,2,0,3,9,2540,0,47.5855,-122.031
4051110240,20140825T000000,225000,3,2.5,1750,7490,1,0,4,7,1180,570,47.3746,-122.149
8651442440,20141023T000000,164000,4,1,1530,4875,2,0,3,7,1530,0,47.3638,-122.091
4017050260,20140606T000000,539500,3,2.5,3080,12476,2,0,3,10,3080,0,47.3752,-122.029
3303960060,20140619T000000,1.068e+006,5,3.5,3990,9938,2,0,3,11,3990,0,47.5198,-122.156
4114601580,20140724T000000,1.9e+006,6,4,3020,13237,2,4,3,8,2840,180,47.5924,-122.287
6352600350,20141209T000000,795000,2,2.5,2830,8630,2,0,3,10,2830,0,47.6481,-122.081
3591000030,20140823T000000,728000,4,2.5,2650,13684,2,0,3,9,2650,0,47.6278,-122.108
8944550140,20140519T000000,433500,3,2.5,2200,3360,2,0,3,8,2200,0,47.5418,-122.287
8651520160,20140707T000000,645000,4,2.5,2690,18653,2,0,3,8,2690,0,47.6449,-122.059
3226059083,20140626T000000,800000,3,1.75,2080,75794,1,0,3,7,2080,0,47.7018,-122.189
9528102110,20140917T000000,517000,3,2.25,1640,4635,1.5,0,3,8,1540,100,47.6793,-122.319
2568300210,20140628T000000,585000,5,2.5,2670,16777,1.5,0,4,7,1620,1050,47.7015,-122.301
5379805121,20141229T000000,377500,4,2.5,2640,10720,2,0,3,8,2640,0,47.4485,-122.278
4037500230,20141007T000000,400000,5,2.25,2070,10488,1,0,4,7,1080,990,47.6095,-122.122
2117700085,20140730T000000,375950,3,1.75,1480,7560,1,0,3,6,1100,380,47.6985,-122.364
7205800040,20141223T000000,450000,4,2.5,2820,15233,1,2,4,9,1820,1000,47.3426,-122.321
5249801411,20141010T000000,725000,5,3.75,3360,6000,2,0,3,8,2640,720,47.558,-122.277
6699940120,20150430T000000,356000,4,2.5,2470,5074,2,0,3,8,2470,0,47.3457,-122.041
5315100476,20141010T000000,760250,5,2.75,2540,8250,1,0,4,7,1440,1100,47.5875,-122.24
7399800150,20140606T000000,535500,3,1.5,1730,40250,2,0,4,8,1730,0,47.7499,-122.111
2799800180,20150323T000000,333000,4,2.5,2690,5505,2,0,3,8,2690,0,47.3666,-122.119
9297301065,20141029T000000,625000,3,1,1800,4800,1,2,4,9,900,900,47.5672,-122.372
9547200790,20140917T000000,518000,3,1.75,1830,4500,1.5,0,4,7,1830,0,47.676,-122.308
0922059020,20140716T000000,242025,4,1.75,1400,54014,1.5,0,4,7,1400,0,47.4153,-122.184
3885805300,20150429T000000,595000,3,1,1300,11520,1,0,3,6,1300,0,47.6829,-122.195
8728100781,20140516T000000,375000,3,1.5,1100,1751,2,0,3,8,940,160,47.5927,-122.306
2652500210,20140825T000000,608000,2,1,1390,3600,1,0,4,7,1010,380,47.6422,-122.36
1049010620,20140513T000000,90000,2,1,790,2640,1,0,3,7,790,0,47.7351,-122.178
9202650210,20140507T000000,618080,3,2.5,2030,6500,2,0,3,8,2030,0,47.5654,-122.092
0952005000,20140815T000000,545000,3,1.75,1700,5750,1.5,2,5,7,1450,250,47.5643,-122.38
9290850760,20141028T000000,845000,4,2.5,2880,35610,1,0,3,10,2880,0,47.6911,-122.054
1139000035,20150305T000000,759950,4,3.5,2100,7560,2,0,5,8,2100,0,47.7076,-122.356
3343300065,20140902T000000,515000,4,2.5,2280,14810,1,0,5,8,1500,780,47.5392,-122.186
6134500220,20140728T000000,583800,3,2.5,2480,6600,2,0,3,8,2480,0,47.6313,-122.008
7689600360,20140613T000000,215000,2,1,710,7200,1,0,3,6,710,0,47.4903,-122.245
6979900360,20140709T000000,635000,4,2.5,3080,35430,2,0,3,9,3080,0,47.6325,-121.97
8682220150,20140606T000000,835000,2,2,2280,6815,1,0,3,8,2280,0,47.7103,-122.027
7922900040,20140522T000000,1.075e+006,4,3,3600,9200,1,4,4,9,2100,1500,47.5866,-122.116
4024101451,20150430T000000,350000,4,1,1510,7200,1.5,0,4,7,1510,0,47.761,-122.307
8665900206,20150423T000000,452000,2,1.75,1660,11747,1,0,3,7,830,830,47.7661,-122.306
4046500720,20141107T000000,470950,3,2.5,2560,16420,2,0,4,8,2560,0,47.6916,-121.916
7853310450,20140606T000000,589500,4,2.5,2630,6326,2,0,3,9,2630,0,47.5222,-121.874
8820902700,20150422T000000,456200,2,1.75,1210,7733,1,0,3,6,1210,0,47.7148,-122.282
2070100040,20141201T000000,467000,3,1.75,2660,5511,1,0,3,8,1330,1330,47.5575,-122.3
6163900971,20140619T000000,352450,3,2,1430,6000,1,0,5,7,1430,0,47.7564,-122.316
7192200040,20141001T000000,280000,4,1,1880,6288,1,0,3,7,1120,760,47.5101,-122.259
1330900230,20150416T000000,630000,4,2.5,2330,31705,2,0,4,8,2330,0,47.6471,-122.03
0526059122,20141205T000000,495200,5,2.25,2710,22120,1,0,3,7,1410,1300,47.7642,-122.195
4166600610,20150514T000000,335000,3,2,1410,44866,1,0,4,7,1410,0,47.3273,-122.37
3298200790,20140812T000000,475000,3,1,1270,8000,1,0,4,6,1270,0,47.6175,-122.118
3110800040,20140716T000000,269900,3,2.25,1740,9672,1,0,4,7,1110,630,47.4149,-122.181
2310050040,20150401T000000,361500,4,2.5,1980,7334,2,0,3,7,1980,0,47.3528,-122.041
1424200035,20140523T000000,945000,4,2,2840,13367,1,0,3,7,1420,1420,47.6237,-122.21
1604590230,20150424T000000,800000,4,2.5,2900,18303,2,0,4,10,2900,0,47.5981,-122.03
2329600040,20141118T000000,158000,3,1.5,990,8925,1,0,4,7,990,0,47.3294,-122.331
5466400530,20140721T000000,261500,3,2.5,1740,6992,2,0,3,7,1740,0,47.3574,-122.158
4036800770,20140917T000000,375000,4,1.5,1770,6650,1,0,3,7,1770,0,47.6011,-122.124
8819900220,20150205T000000,686500,2,1.75,1390,5025,1.5,0,4,8,1390,0,47.6701,-122.288
4307320230,20141014T000000,345000,4,2.5,2390,6976,2,0,3,7,2390,0,47.4807,-122.182
7186800120,20150311T000000,350000,4,3,1780,4228,1,0,3,7,1780,0,47.5488,-122.287
5113400264,20141119T000000,705000,4,2,1820,5001,2,0,3,7,1820,0,47.6438,-122.373
8092501400,20150318T000000,209950,3,1.5,2290,9600,1,0,4,7,2290,0,47.3643,-122.111
4036100175,20150219T000000,689000,4,2.5,2440,11700,1,0,5,8,1480,960,47.5606,-122.184
3375300150,20141218T000000,258500,3,2.5,1800,9000,2,0,3,7,1800,0,47.3186,-122.331
1545804240,20150402T000000,252000,3,1.5,1400,6865,1,0,4,7,1400,0,47.3639,-122.048
9164100040,20141026T000000,390000,2,1,860,5160,1,0,4,7,860,0,47.6823,-122.388
8019200845,20150218T000000,245000,2,1,1020,15000,1.5,0,3,6,1020,0,47.4956,-122.321
7954300120,20140822T000000,600000,4,2.5,2600,6536,2,0,3,9,2600,0,47.5232,-122.191
5014000085,20140623T000000,425000,2,1,880,6413,1,0,3,7,880,0,47.573,-122.395
6386550040,20141223T000000,345500,4,2.5,2160,9682,2,0,3,8,2160,0,47.4106,-122.204
2988800065,20141202T000000,281000,2,1,1280,12500,1,0,3,7,1060,220,47.4833,-122.237
9520900230,20141217T000000,642860,4,2.75,2520,6398,2,0,3,8,2520,0,47.7685,-122.159
0125039021,20140924T000000,575000,2,1,1230,2726,1.5,0,3,7,880,350,47.6815,-122.359
6073300040,20150106T000000,375000,4,2.25,2020,12500,2,0,2,8,2020,0,47.5403,-122.175
9264911210,20150226T000000,320000,5,3,2970,7000,1,0,3,8,1810,1160,47.3079,-122.341
5700002020,20140717T000000,695000,3,1.75,2080,5687,1.5,0,4,8,2080,0,47.5776,-122.289
8821900155,20140709T000000,335500,3,1,1370,6780,2,0,3,6,1370,0,47.7156,-122.291
7867500021,20140616T000000,470000,3,1.5,1760,6723,1,0,3,7,1160,600,47.5514,-122.266
9269200540,20140819T000000,429000,3,1.75,2520,5043,1,0,3,8,1260,1260,47.5339,-122.372
4037200530,20150317T000000,544950,3,1.75,1830,7371,1,0,3,7,1830,0,47.6059,-122.121
7696300180,20140703T000000,410000,4,2.5,1700,9000,1,0,5,7,1700,0,47.7306,-122.233
7853300720,20150212T000000,452500,4,2.5,2460,6454,2,0,3,7,2460,0,47.5381,-121.89
1262700040,20141016T000000,363500,4,1.75,2180,9702,1,0,5,7,1090,1090,47.4973,-122.268
7812800155,20150318T000000,170000,3,1,790,6750,1,0,2,6,790,0,47.4984,-122.24
3904902510,20140512T000000,690000,4,2.5,2670,13463,2,0,4,9,2670,0,47.5627,-122.018
2023069054,20150318T000000,361550,3,1.75,1160,257875,1,0,2,7,1160,0,47.4655,-122.072
5347200220,20140911T000000,225000,2,1,720,4758,1,0,3,6,720,0,47.5176,-122.376
6414100482,20150331T000000,500000,2,1,1630,12059,1,0,3,7,1270,360,47.7228,-122.314
8691330330,20150409T000000,899000,4,2.5,4080,10295,2,0,3,10,4080,0,47.5933,-121.982
3905120540,20140618T000000,570000,4,2.5,2290,6738,2,0,3,8,2290,0,47.5714,-122.005
7883608693,20140627T000000,191000,2,1,900,3400,1,0,5,6,900,0,47.5269,-122.314
9547204675,20141024T000000,538000,2,1.75,1850,3060,1,0,3,7,1060,790,47.6821,-122.308
5425700150,20140804T000000,787500,4,1.75,1580,9382,1,0,3,7,1080,500,47.6353,-122.232
3298700156,20140610T000000,310000,3,2.5,1780,6771,1,0,3,7,1230,550,47.5237,-122.353
5365200040,20141016T000000,235000,3,1,1270,7153,1,0,5,6,1270,0,47.4815,-122.226
2870000040,20141110T000000,145000,2,1,800,8125,1,0,3,6,800,0,47.6836,-122.174
0524059241,20150319T000000,870000,4,1.75,2780,11000,1,0,3,9,1560,1220,47.595,-122.203
3461000120,20150430T000000,450000,4,1.75,1740,12204,1,0,3,7,1270,470,47.7675,-122.277
8961800035,20140605T000000,229000,2,1,1190,7408,1,0,3,6,830,360,47.5094,-122.31
1421069123,20140909T000000,214000,3,1,1020,9147,1,0,4,6,1020,0,47.3127,-122.002
9826701345,20140715T000000,498000,3,2.5,1620,2640,2,0,4,7,1620,0,47.6036,-122.305
9485940330,20140702T000000,339950,3,2.5,2390,34041,1,0,3,8,1840,550,47.3546,-122.081
1523059183,20141205T000000,529000,5,2.5,2380,91476,1,0,4,8,1580,800,47.479,-122.153
2525000760,20141105T000000,435000,3,2,2360,12744,2,0,5,7,2360,0,47.483,-122.164
8946410040,20140923T000000,430000,4,2.75,2290,5249,2,0,3,7,2290,0,47.4916,-122.162
8651410330,20150306T000000,215150,3,1,920,4770,1,0,4,6,920,0,47.3654,-122.082
1138010180,20150511T000000,399950,3,2.5,1510,7300,1,0,3,7,1040,470,47.7153,-122.211
8146300180,20150512T000000,860000,5,2.25,1960,8592,1,0,4,8,1290,670,47.6066,-122.192
7417100133,20141113T000000,310000,4,3,2320,7200,2,0,3,7,2320,0,47.7703,-122.312
1868900035,20150407T000000,840000,3,1.75,2020,4800,1,0,4,8,1090,930,47.6726,-122.294
0785000040,20150318T000000,472500,4,1.75,1440,8536,1,0,4,7,1440,0,47.6775,-122.18
5126300770,20150217T000000,340000,3,2.5,2240,6000,2,0,3,8,2240,0,47.4837,-122.138
1777600880,20140711T000000,582000,5,2.5,2780,12335,1,0,4,8,1590,1190,47.5681,-122.128
5561100180,20141107T000000,645000,5,2.25,3340,52476,2,0,4,8,3340,0,47.4553,-121.987
9284801165,20140530T000000,315000,3,2,1060,5750,1,0,3,7,1060,0,47.5523,-122.372
8029500180,20140611T000000,330000,3,2.5,2210,7557,2,0,3,9,2210,0,47.3079,-122.393
2113700360,20140627T000000,315000,6,4,3120,4240,2,2,4,7,2090,1030,47.5305,-122.353
1136100087,20150205T000000,818000,4,2.5,4020,44431,2,0,3,10,4020,0,47.7467,-122.132
2475200330,20150403T000000,350000,3,2.25,2010,4400,1.5,0,3,7,2010,0,47.4735,-122.189
0820079043,20140819T000000,428000,3,1.75,1580,507038,1,2,4,7,1580,0,47.2303,-121.936
7338200180,20140910T000000,590000,4,2.5,2660,35010,2,2,3,9,2660,0,47.4816,-121.714
7968000120,20140509T000000,290000,4,2.5,2000,13300,1,0,4,7,1200,800,47.353,-122.294
7504200120,20140613T000000,430000,3,2,1910,5040,1.5,0,3,8,1910,0,47.6312,-122.061
3222049044,20140612T000000,835000,3,3,2790,12523,2,4,4,8,1600,1190,47.3571,-122.324
5379800040,20140813T000000,275000,2,1.75,2090,11317,1,0,5,7,1090,1000,47.4594,-122.279
1623089025,20150403T000000,313500,5,3,2240,94960,1,0,3,6,2240,0,47.481,-121.788
7905400040,20140711T000000,206000,3,1.75,1140,9800,1,0,4,7,1140,0,47.3063,-122.27
0420069021,20141027T000000,246000,3,2,1990,203861,1,0,3,7,1990,0,47.2507,-122.039
2019200220,20140923T000000,160000,3,2.25,1470,8682,1,0,3,7,1160,310,47.2729,-122.299
8165100035,20141203T000000,245560,2,1.5,1260,9693,1,0,3,7,1260,0,47.7775,-122.365
3375300210,20140918T000000,250000,3,1.75,1350,8548,1,0,3,7,1350,0,47.3179,-122.33
2325059101,20150506T000000,487000,3,1.75,1430,12632,1,0,3,7,1430,0,47.6371,-122.123
3224800120,20140826T000000,250000,3,2.5,2070,8400,2,0,4,8,2070,0,47.3099,-122.206
8019200360,20150506T000000,248500,2,1,780,10064,1,0,4,7,780,0,47.4913,-122.318
7967950040,20150416T000000,485000,4,2.5,3710,15935,1,0,3,10,2130,1580,47.3528,-122.267
8106300970,20141010T000000,490000,3,2.5,3080,7363,2,0,3,9,3080,0,47.4473,-122.205
6632300477,20141006T000000,324950,3,1,1040,7288,1,0,3,7,1040,0,47.7287,-122.311
0415100085,20150217T000000,350000,3,1,1050,8583,1,0,5,6,1050,0,47.7451,-122.339
9211520410,20141009T000000,245000,3,2.5,1460,11593,2,0,3,7,1460,0,47.2984,-122.385
1402600040,20140825T000000,330000,4,2.25,2430,7490,2,0,3,8,2430,0,47.4406,-122.139
2874600040,20140804T000000,680000,3,2.25,2920,6300,1,0,3,8,1710,1210,47.7065,-122.37
9264920620,20141209T000000,330000,4,2.25,2440,8098,2,0,3,8,2440,0,47.3126,-122.346
0293610040,20150210T000000,600000,4,2.75,2950,5803,2,0,3,9,2950,0,47.7368,-122.231
7819000040,20150309T000000,295000,4,2,1650,7200,1,0,3,7,1650,0,47.7543,-122.344
0164000174,20140908T000000,300000,3,1,1010,6300,1,0,3,7,1010,0,47.7304,-122.352
9211500620,20141008T000000,182700,3,2.25,1740,6650,1,0,3,7,1240,500,47.2979,-122.379
6817850040,20141111T000000,825000,3,2.5,3280,26413,1,3,3,11,2670,610,47.6395,-122.05
1843130210,20141015T000000,266950,3,2.5,1920,4803,2,0,3,7,1920,0,47.3745,-122.127
8658303265,20141106T000000,300000,3,1,1260,5000,1,0,4,6,1260,0,47.6492,-121.915
4174600264,20140801T000000,402000,4,1.75,2430,5481,1,0,3,8,1430,1000,47.5569,-122.298
3603000410,20141208T000000,174950,2,1,730,6000,1,0,3,6,730,0,47.3832,-122.3
2978800120,20140618T000000,469000,5,2.5,2240,7543,1,0,3,7,1140,1100,47.7756,-122.372
2129700142,20140731T000000,201000,3,1,1010,25277,1,0,5,5,1010,0,47.7242,-121.951
0293800120,20150430T000000,590000,4,2.5,2940,29013,2,0,3,10,2940,0,47.7635,-122.044
2473100790,20140718T000000,255000,3,1.5,1240,8528,1,0,4,7,1240,0,47.4478,-122.157
3222069151,20141110T000000,338950,3,1.75,1610,22496,1,0,4,7,1610,0,47.3443,-122.073
2893000610,20140624T000000,252000,3,2.25,1670,7881,1,0,4,7,1190,480,47.4105,-122.18
1118001215,20150204T000000,2.25e+006,3,2.5,3420,8700,1,0,3,9,2890,530,47.6352,-122.29
7986400180,20140710T000000,675000,3,1.75,1920,4500,1,0,5,7,960,960,47.6645,-122.357
8651730580,20150330T000000,531000,3,2.25,1910,8390,1,0,3,7,1910,0,47.73,-122.216
9272201385,20141022T000000,677500,5,1,2340,4730,2,0,3,8,1810,530,47.5895,-122.385
7972601885,20150430T000000,350000,5,1.75,1380,7620,1,0,3,7,1180,200,47.5279,-122.345
0629000410,20150217T000000,915000,3,2.75,2800,9750,1,0,5,7,1400,1400,47.5862,-122.202
1231000458,20140720T000000,666570,4,2,2320,7400,1.5,0,5,7,1620,700,47.5558,-122.269
3395800155,20140805T000000,250000,3,1,990,8100,1,0,3,6,990,0,47.4839,-122.341
2768300650,20141201T000000,453000,3,2.5,1650,1838,2,0,4,7,1270,380,47.6666,-122.367
9273200145,20141010T000000,1.26e+006,3,3.5,3220,3960,2,4,3,10,2760,460,47.5909,-122.384
7229900925,20141010T000000,381000,3,1.75,2700,18246,1,0,4,7,1510,1190,47.4817,-122.097
7518503685,20141009T000000,402000,2,1,710,5100,1,0,5,7,710,0,47.6765,-122.381
5127100210,20150325T000000,360000,6,2,2210,9870,2,0,4,7,2210,0,47.4751,-122.145
2322069010,20141007T000000,1.18e+006,5,5,3960,94089,2,0,3,10,3960,0,47.38,-122.011
6873000150,20141208T000000,465000,2,2.25,1390,1222,3,0,3,7,1340,50,47.6754,-122.121
4178500580,20150505T000000,339950,4,2.25,2200,7150,2,0,4,7,2200,0,47.3595,-122.089
